,AgencyID,FacilityID,Phone,Email,Website
467,,467,0464-505175,info@residencemaroadi.it,www.residencemaroadi.it
468,,468,0464-541293,info@appartamentistella.i t,www.appartamentistella.it
469,,469,335 1294031,info@villaalfiume.it,
470,,470,0464-505022,info@bertaminiapartments. it,www.bertaminiapartments.i t
471,,471,0464-505521,info@bungalowpark.it,
472,,472,0464-505576,casabeust@email.it,
473,,473,333-2701354,info@casacarla.it,www.casacarla.it
474,,474,335-6371599,marcotanas@hotmail.com,
475,,475,0464-505940,info@lavelahoteltorbole.i t,www.lavelahoteltorbole.it
476,,476,0464-505993,info@vascorenna.com,www.vascorenna.com
477,,477,0464-505168,info@baia.it,www.baia-azzurra.com
478,,478,0464-505434,info@casaalsole.it,www.casaalsole.it
479,,479,335 1016875,info@residencemaxim.com,www.residencemaxim.com
480,,480,0464-505865,info@villa-cristina.it,www.villa-cristina.it
481,,481,0464-413152,info@relaispalazzolodron. it,www.relaispalazzolodron.i t
482,,482,0464-410777,ivano.dossi@libero.it,www.locandaded.it
483,,483,340-5031977,enrica@la-Betulla.com,www.la-Betulla.com
484,,484,0461-768194,draghita.popov@libero.it,
485,,485,349 5127004,alessandradelleva@gmail.c om,
486,,486,349-7900245,bbalbachiaravaldisole@out look.com,www.bbalbachiaravaldisole .com
487,,487,338-5679258,,
488,,488,0463-751630,info@campingcevedale.it,www.campingcevedale.it
489,,489,339-3104471,segreteria@fondazionesanv igilio.it,www.fondazionesanvigilio. it
490,,490,0463-757412,info@residenzaandreotti.i t,www.residenzaandreotti.it
491,,491,348-7462414,info@bbcasafipinger.it,
492,,492,340-6057493,bb.famciuffo@virgilio.it,
493,,493,0464-803049,info@anticagardumo.it,
494,,494,331 5965938,info@baitascaia.it,www.baitascaia.it
495,,495,340-9521671,info@rifugioscoiattolo.co m,www.rifugioscoiattolo.com
496,,496,0463-753242,info@hotelsantamaria.it,www.appartamentipeio.it
497,,497,0463-754266,info@bebveronica.it,www.bebveronica.it
498,,498,333-4267353,infoline@bebmary.it,
499,,499,335-1204999,info@bbsottolestelle.com,www.bbsottolestelle.com
500,,500,0463-753177,info@valdisolecamping.it,www.valdisolecamping.it
501,,501,0463-754403,info@casaalsolecogolo.it,www.casaalsolecogolo.it
502,,502,0463.754358,info@appartamentialice.it,www.appartamentialice.it
503,,503,0463-746021,info@tuttocasapeio.com,
504,,504,463751465,info@jagerhaus.it,
505,,505,0463-751465,info@bontempelli.it,
506,,506,339-7500937,cadeibaroni@gmail.com,
507,,507,0463-751204,info@deltom.it,www.deltom.it
508,,508,0463-751204,info@deltom.it,www.deltom.it
509,,509,339-2013599,info@casamezzavalle.it,
510,,510,0461-531024,info@palazzochimelli.it,www.palazzochimelli.it
511,,511,0461-552130,,
512,,512,348-9342163,margherita@albasullago.it,
513,,513,340-5774207,alcastelcharme@gmail.com,
514,,514,349 5840701,bandbalmasoosler@gmail.co m,
515,,515,328-1729343,robertaoss@virgilio.it,www.asenada.it
516,,516,347-5946400,info@aiciliegi.it,
517,,517,349-4925917,info@bblabottega.com,
518,,518,,cristina.andreaus@tiscali .it,
519,,519,347-2115055,gszito@gmail.com,
520,,520,338 2508934,milena@valar.it,
521,,521,0461-532850,leopoldina.benini@gmail.c om,
522,,522,0461-240508 (tel. e fax. invernale),info@campingpuntaindiani. it,www.campingpuntaindiani.i t
523,,523,0461-512707,info@campingsancristoforo .it,www.campingclub.it
524,,524,0461-531366,centrospiritualita.pergin e@istsorellemisericordia.it,www.istsorellemisericordi a.com
525,,525,0461-512757,infocasavacanze@tiscali.i t,
526,,526,0461-594214,info@valmalene.com,www.valmalene.com
527,,527,0461-1918220,campeggiolagorai@gmail.co m,
528,,528,339-6984804,chatwin47@hotmail.com,
529,,529,0461-594219,tesinogest@gmail.com,
530,,530,0465-507233,info@zimmerfrei.it,www.zimmerfrei.it
531,,531,0465-501703,info@villalucin.it,www.villalucin.it
532,,532,0465-501171,camere@salvaterra.biz,www.salvaterra.biz
533,,533,0465-441194,info@hotelcerana.com,
534,,534,0465-502758,info@masodoss.com,www.masodoss.com
535,,535,0465-503311,info@garnimartina.it,
536,,536,0465-440011,info@villaprincipe.it,www.villaprincipe.it
537,,537,0465-503562,maffeilorenzo@alice.it,www.borgoanticopinzolo.co m
538,,538,335 5943854,barbaracaola4@gmail.com,
539,,539,0465-507179,nail67@alice.it,www.masopin.it
540,,540,0465-503427,bb@labrisa.it,
541,,541,360-386929,info@zimmerfrei.it,
542,,542,0465-501793,info@campingparcoadamello .it,www.campingparcoadamello. it
543,,543,0465-507178,info@campingfae.it,www.campingfae.it
544,,544,0465-507700,infomavignola@pnab.it,www.pnab.it
545,,545,0465-501612,stadiodelghiaccio@pinzolo ice.it,www.pinzoloice.com
546,,546,0465-501053,fzigoli@gmail.com,
547,,547,0465-441016,info@hotelidealcampiglio. it,
548,,548,0465-502062,,
549,,549,0465-441016,info@hotelidealcampiglio. it,
550,,550,0465-501552,info@chaletlaura.it,
551,,551,0465-440342,info@residenza3tre.com,
552,,552,0465-500202,cunaccia.giuliana@tiscali .it,
553,,553,0465-441404,hotellorenzetti@hotellore nzetti.com,
554,,554,0465-441489,info@chaletdeipini.com,www.chaletdeipini.com
555,,555,0465-503396,info@alpen.tn.it,www.alpen.tn.it
556,,556,0464-410218,info@residence-concaverde .it,www.residence-concaverde. it
557,,557,0462-764343,camere.mikelin@tiscali.it,www.ciasamikelin.com
558,,558,0462-764068,info@albergoaida.com,www.albergoaida.com
559,,559,0462-764925,picolamajon@tin.it,www.picolamajon.it
560,,560,328-8662876,cincellitullio@inwind.it,
561,,561,0462-763305,info@catinacciorosengarte n.com,www.catinacciorosengarten .com
562,,562,0462-760022,info@campingvidor.it,www.campingvidor.it
563,,563,0462-764519,info@campingsoal.com,www.campingsoal.com
564,,564,0462-764152,villabacchiani@larosablu. com,www.larosablu.com
565,,565,0462-764421,villaromagna@gmail.com,www.villaromagna.com
566,,566,0462-764527,info@villasancarlo.it,www.villasancarlo.it
567,,567,0462-763057,alberto.bernard@tiscali.i t,www.lerose.pozzappartamen ti.it
568,,568,346-0785044,info@fassaaparte.it,
569,,569,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
570,,570,0462-764064,info@residenceazzurra.com,www.residenceazzurra.com
571,,571,0462-764064,info@residenceazzurra.com,www.residenceazzurra.com
572,,572,0462-764064,info@residenceazzurra.com,www.residenceazzurra.com
573,,573,0462-764531,info@ciasaflorian.it,
574,,574,0462-764114,vittorinocincelli@virgili o.it,
575,,575,0462-763241,info@majongarnete.com,www.majongarnete.com
576,,576,346 0785044,info@fassaaparte.it,
577,,577,0462-764064,info@residenceazzurra.com,www.residenceazzurra.com
578,,578,0462-764283,info@hotelanda.it,
579,,579,335-7010208,info@residencecristina.co m,www.residencecristina.com
580,,580,0462-763160,info@residencedolomia.net,www.residencedolomia.net
581,,581,0462-763783,info@residenceholiday.net,
582,,582,0462-764373,info@laroggia.com,www.laroggia.com
583,,583,0462-502223,cemin.63@hotmail.it,
584,,584,339-8685080,info@ciampdelestrie.it,www.ciampdelestrie.it
585,,585,349-7003370,info@lerois.it,
586,,586,347-8124600,info@dolcerelaxtrentino.i t,
587,,587,0462-502867,info@3-cuori.com,www.3-cuori.com
588,,588,328-5319273,info@bbfreeholidays.com,www.bbfreeholidays.com
589,,589,333-7206454,lorenzadezu@gmail.com,
590,,590,0462-501426,info@rosedibosco.it,www.rosedibosco.it
591,,591,0462-502394,info@campingvalleverde.it,www.campingvalleverde.it
592,,592,0462-576119,info@campingclub.it,www.fiemmevillage.it
593,,593,0462-501651,colorhome@ancora.it,www.fiemmeholidays.it
594,,594,0462-501651,lagorai@ancora.it,www.fiemmeholidays.it
595,,595,0462-501194,cristina@nonsolobaite.it,
596,,596,0463-985031,info@chaletvaldirabbi.it,www.chaletvaldirabbi.it
597,,597,0463-985027,info@abeterosso.com,www.abeterosso.com
598,,598,0463-985020,info@almolin.it,www.almolin.it
599,,599,339-2943098,info@ilsorrisodeinonni.it,www.ilsorrisodeinonni.it
600,,600,338 1646040,masdizonadi@gmail.com,www.masdizonadi.it
601,,601,0463-985428,info@cascatedisaent.it,www.cascatedisaent.it
602,,602,0463-985122,info@appartamentivaldirab bi.it,
603,,603,0523-859200,giovannic.fedeli@enel.com,
604,,604,0463-985341,ezappini@yahoo.it,www.masotodeschinirabbi.i t
605,,605,0463-985122,info@appartamentivaldirab bi.it,www.appartamentivaldirabb i.it
606,,606,0463-901526,info@residencebonetti.com,
607,,607,0463-985543,info@masofiordibosco.it,www.masofiordibosco.it
608,,608,339 1310314,info@malgamontesole.it,
609,,609,335-5924166,info@masdelabolp.it,www.masdelabolp.it
610,,610,0463-432152,info@casaincantata.it,www.casaincantata.it
611,,611,349-5331486,dalpiaz.franca@gmail.com,
612,,612,0461-652327,info@borgorossi.com,www.borgorossi.com
613,,613,0464-551156,info@residencemonica.com,www.residencemonica.com
614,,614,0464-551546,info@gardabreak.it,www.gardabreak.it
615,,615,0464-552686,info@hotelsoleriva.it,
616,,616,0464-552038,info@villasperanza-rivade lgarda.it,www.villasperanza-rivadel garda.it
617,,617,0464-757500,info@villamazzano.it,www.villamazzano.it
618,,618,0464-552632,info@villa-regina.com,www.villa-regina.com
619,,619,0464-552038,info@villasperanza-rivade lgarda.it,www.villasperanza-rivadel garda.it
620,,620,0464-555027,emilymorellato@gmail.com,
621,,621,0464-521831,tsegatt@tin.it,www.rivadelgardainfo.it
622,,622,,info@holiday4gardan.it,
623,,623,0464-521329,info@hoteldeva.it,www.hoteldeva.it
624,,624,335-6928803,cive75@gmail.com,
625,,625,0464-553481,info@resteldefer.com,
626,,626,0464-553070,,
627,,627,0464-551734,taxitronconi@gmail.com,
628,,628,333-8353634,biancoenerogarden@hotmail .com,
629,,629,0464-567118,casabaltera@gmail.com,
630,,630,329 1635390,info@bblastellariva.it,
631,,631,333 1376662,eliomorelli@gmail.com,
632,,632,320 0933737,info@postapregasina.it,
633,,633,335-5654230,giovannagirolamobio@hotma il.it,
634,,634,329 6388948,info@hotelisolaverde.com,
635,,635,331-5073271,info@casawanda.com,www.casawanda.com
636,,636,329-7423869,kikkafazi@gmail.com,www.bbdalnonno.it
637,,637,366-4295617,giusy.lucchese@libero.it,
638,,638,348 3652539,info@studiofraboschi.it,
639,,639,0464-556094,info@villabellaria.com,
640,,640,0464-554825,vitusa42@gmail.com,
641,,641,328 7477974,matteoopaoli@gmail.com,
642,,642,0464-356117,barbaravacanze@gmail.com,
643,,643,,teresa.pasolli@hotmail.it,
644,,644,338 4297193,piccolobeb@yahoo.com,
645,,645,0464-715089,rivacityviewbb@gmail.com,
646,,646,340-5204343,vecchiariva2015@gmail.com,
647,,647,0464-553186,info@campingallago.com,www.campingallago.com
648,,648,0464-552038,info@villasperanza-rivade lgarda.it,www.villasperanza-rivadel garda.it
649,,649,0464-552524,info@bavarianet.it,www.bavarianet.it
650,,650,0464-520885,info@campingbrione.com,www.campingbrione.com
651,,651,0464-555345,base@blrivagarda.esercito .difesa.it,
652,,652,0464-350498,info@4limoni.com,www.4limoni.com
653,,653,0464-567432,info@casaalpino.it,www.casaalpino.it
654,,654,0464-552222,info@ambraresidence.it,www.ambraresidence.it
655,,655,0464-550024,info@apartmentsgardalake. it,
656,,656,0464-557474,info@hotelbellariva.com,www.hotelbellariva.com
657,,657,0464-551963,info@residencedesiree.it,www.residencedesiree.it
658,,658,347-5312574,info@leondororiva.it,www.leondororiva.it
659,,659,0464-552715,info@villaaranci.it,www.villaaranci.it
660,,660,329-6724119,info@villarosariva.it,www.villarosariva.it
661,,661,464400206,info@bellavilla.it,www.bellavilla.it
662,,662,0464-521965,info@borgosannazzaro.it,www.borgosannazzaro.it
663,,663,0464-554062,info@casafrancescagarda.c om,www.casafrancescagarda.co m
664,,664,338 2490338,casa@sembenini.com,www.casasembenini.it
665,,665,0464-508399,info@greenholiday.com,
666,,666,0464-552736,info@marinarivadelgarda.c om,www.marinarivadelgarda.co m
667,,667,0464-556791,info@villaangelicariva.co m,www.villaangelicariva.com
668,,668,0464-521560,immobiliare@gandinisas.it,
669,,669,0464-552245,info@casaalpino.it,www.casaalpino.it
670,,670,0464-552164,info@casacanarino.it,www.casacanarino.it
671,,671,0464-553070,,
672,,672,0464-559462,info@residenceallepalme.c om,www.residenceallepalme.co m
673,,673,0464-554507,info@royalhotels.it,
674,,674,0464-551413,info@triesterivadelgarda. com,
675,,675,0464-556094,info@villabellaria.com,www.villabellaria.com
676,,676,0464-552387,info@villaphoenix.com,www.villaphoenix.com
677,,677,0464-552715,info@villaaranci.it,www.villaaranci.it
678,,678,0464-521476,cascata@rivadelgarda.com,www.garda.be
679,,679,0464-553341,info@cristine.it,www.cristine.it
680,,680,0464-554734,info@residencefilanda.com,www.residencefilanda.com
681,,681,030-394241,info@residencegemma.it,www.residencegemma.it
682,,682,0464-552279,info@hotelrivierariva.com,www.hotelrivierariva.com
683,,683,0464-554125,info@villadina.net,www.villadina.net
684,,684,0464-554911,info@ostelloriva.com,www.ostelloriva.com
685,,685,347-3244172,,
686,,686,320-0792421,info@horsehousedolomiti.i t,www.horsehousedolomiti.it
687,,687,0463-432796,info@sirjoe.net,www.sirjoe.net
688,,688,0463-875666,mezzolombardo@parrocchiet n.it,
689,,689,0461-1851508,info@coronatahaus.it,www.coronatahaus.it
690,,690,346-5417938,chiaracent@alice.it,
691,,691,0461-773185,info@montetesobo.it,www.montetesobo.it
692,,692,348-1553973,francesca.pompermaier@geo pec.it,
693,,693,0463-831707,info@villa-belfiore.it,www.villa-belfiore.it
694,,694,347-7619607,popescu@tn.cim.it,
695,,695,0461-891343,comunitasolidale@diocesit n.it,
696,,696,347 0665120,cristianpreghenella@yahoo .it,
697,,697,0464-480711,info@colleamenobeb.it,
698,,698,0464-434317,bbalfiume@gmail.com,www.bbalfiume.com
699,,699,0464-422144,bb.allevigne@live.it,
700,,700,331 8265083,artbeb.rovereto@gmail.com,
701,,701,347-8846416,siurbani@tin.it,
702,,702,0464-437346,ca.antica@gmail.com,
703,,703,347-1051839,bebcasabettini@gmail.com,
704,,704,347-9944378,mgp@mgpconsulting.com,
705,,705,0464-750235,bbcasteldante@gmail.com,
706,,706,0464-080450,info@manu-e-dige.com,www.manu-e-dige.com
707,,707,348-8213467,info@bbmelaecannella.it,
708,,708,0464-424500,montepipelbb@gmail.com,
709,,709,349-4784115,angela.paganini@gmail.com,
710,,710,335 1022663,bikeandwinebb@gmail.com,
711,,711,346-3713167,pasinimarisa@gmail.com,
712,,712,366-5443636,bb.cortesantamaria@gmail. com,
713,,713,342-0307744,info@bebdiele.it,www.bebdiele.it
714,,714,0464-431489,luca26gottardi@gmail.com,
715,,715,0464-430740,info@ilgirasole-bb.com,
716,,716,328 4858370,rossella.pozzer@gmail.com,
717,,717,0464-438593,marcoproserpio@hotmail.it,www.lizzanella.com
718,,718,339-1772173,info@relaismozart.it,www.relaismozart.it
719,,719,389-9819695,info@dordi.it,www.dordi.it/rovereto
720,,720,371-1925384,gamma3immobiliare@virgili o.it (temporaneo),
721,,721,0464 - 480574,kosmos.rovereto@gmail.com,kappakosmos.it
722,,722,0464-486760,rovereto@cityresidencesrl .it,www.cityresidencesrl.it
723,,723,0464-486760,amministrazione@trentodue .it,www.cityresidencesrl.it
724,,724,0464-489120,info@residencemessaggero. it,www.residencemessaggero.i t
725,,725,0464-486757,segreteria@ostelloroveret o.it,www.ostellorovereto.it
726,,726,0463-531031,info@larixrumo.it,www.larixrumo.it
727,,727,349-4989067,info@masokofler.it,www.masokofler.it
728,,728,0463-530552,,
729,,729,0439-62604,,
730,,730,0439-65113,antonella_pradel@libero.i t,
731,,731,340 2598121,info@casadelmao.it,www.casadelmao.it
732,,732,3483801538,michele.melchiorri@virgil io.it,
733,,733,0461-923569,patricia.zocca@gmail.com,www.lanostrabicocca.com
734,,734,349-5813305,blumen.stube@yahoo.it,
735,,735,0461-540029,bebgian@gmail.com,bebgian.com
736,,736,0463-832698,info@dolomitigolf.house,
737,,737,0463-830109,info@baita-dolomiti.it,www.baita-dolomiti.it
738,,738,338-7854119,info@proval.it,www.proval.it
739,,739,0461-762053,info@comune.scurelle.tn.i t,www.comune.scurelle.tn.it
740,,740,0461-762053,info@comune.scurelle.tn.i t,
741,,741,337-458467,zankar@tin.it,
742,,742,389-9819188,info@cervodoro.it,www.cervodoro.it
743,,743,0461-235723,info@articoimpresasociale .it,
744,,744,0376-245505,segreteria@cadeltiglio.it,
745,,745,0463-536085,camillo.schwarz@alice.it,www.casacamillo.it
746,,746,0463-536775   -    3473038137,gianni.polli@libero.it,www.la-capannina.it
747,,747,0463-536209,post@casadegliscoiattoli. it,www.casadegliscoiattoli.i t
748,,748,0462-768155,garni.violetta@dnet.it,www.violettasoraga.it
749,,749,0462-768155,garni.violetta@dnet.it,www.violettasoraga.it
750,,750,340-4118323,info@lalumderoisc.it,
751,,751,340-4118323,info@lalumderoisc.it,
752,,752,333-4772276,daniela.alexandrovici@yah oo.com,
753,,753,333-4772276,daniela.alexandrovici@yah oo.com,
754,,754,0462-768151,direzione@soggiornodonori one.it,www.soggiornodonorione.it
755,,755,0462-768151,direzione@soggiornodonori one.it,www.soggiornodonorione.it
756,,756,346 0785044,info@fassaaparte.it,
757,,757,346 0785044,info@fassaaparte.it,
758,,758,346-0785044,info@fassaaparte.it,
759,,759,346-0785044,info@fassaaparte.it,
760,,760,0461-698106,info@maso-sveseri.it,www.maso-sveseri.it
761,,761,349 9512566,bruno.1954@libero.it,
762,,762,0465-806009,info@scsartori.it,
763,,763,366-8127696,info@sottoalbosco.it,www.sottoalbosco.it
764,,764,02-48701531,,
765,,765,333-3156213,annalorandini@libero.it,
766,,766,333-3156213,annalorandini@libero.it,
767,,767,0461-605889,info@alcedro.tn.it,www.alceddro.tn.it
768,,768,0461-641233,marhir70@msn.com,www.Masotrentini.altervis ta.org
769,,769,334 9418111,info@dinamicaimpresasocia le.it,www.castagnematte.it
770,,770,392-8759631,masoazzurro@gmail.com,
771,,771,366-2148134,,www.pnab.it
772,,772,0465-701459,info@hotalpino.it,
773,,773,0465-296868,,
774,,774,347-2390355,info@bebrendena.it,www.bebrendena.it
775,,775,0465-321596,info@resindencerika.it,
776,,776,0461-766159,vitfabr@tin.it,
777,,777,0461-766092,acapisa@tin.it,
778,,778,0461-766414,sergio@ristorantelaghetto .it,www.ristorantelaghetto.it /
779,,779,333-4953398,info@malgacere.it,www.malgacere.it
780,,780,0461-766933,baitasuerta@gmail.com,www.baitasuerta.it
781,,781,366-3421338,info@lapiazzettadicanale. it,www.lapiazzettadicanale.i t
782,,782,329-3976464,paolosony64@gmail.com,
783,,783,0464-501097,infoaicastagni@gmail.com,www.aicastagni.com
784,,784,328-5776969,info@ariefil.com,www.ariefil.com
785,,785,0464-555905,bedandbeggiato@gmail.com,
786,,786,333 7061112,info@locandadeimusicisti. it,
787,,787,0464-553257 (invernale),info@campinglagoditenno.i t,www.campinglagoditenno.it
788,,788,335-6371599,marcotanas@hotmail.com,
789,,789,0464-502155,info@altrovante.com,
790,,790,0473-442015,residence.lena@outlook.it,
791,,791,328-5865518,carlotoniatti@yahoo.it,
792,,792,349-2962189,scrivi@ilmasetto.com,
793,,793,0463-901038,info@cortedeitoldi.it,www.cortedeitoldi.it
794,,794,0463-903164,info@alconventoterzolas.i t,www.alconventoterzolas.it
795,,795,345-4524459,info@affittacamereceschin i.it,www.affittacamereceschini .it
796,,796,0462-813161,info@bebdolomites.it,www.bebdolomites.it
797,,797,349 4147820,bbdormiben@gmail.com,www.bbdormiben.it
798,,798,0462-814679,info@lecaore.it,
799,,799,347-1293164,alice.zorzi@gmail.com,
800,,800,329 3022998,info@beblebetulle.it,
801,,801,338 4474366,iosellaiori@hotmail.it,
802,,802,0462-814342,lila958@libero.it,
803,,803,0462-814615,info@residencemich.it,www.residencemich.it
804,,804,0461-930460,info@trentinoresidences.i t,www.trentinoresidences.it
805,,805,0462-813500,,
806,,806,0465-324562,info@bbcappeler.it,www.bbcappeler.it
807,,807,0465-323059,info@bbtiana.it,www.bbtiana.it
808,,808,0465-321057,olivoro@tin.it,
809,,809,0465-322093,soncini@kinderheimdolomit i.it,www.kinderheimdolomiti.it
810,,810,335 5888483,maurizio.pat@email.it,al-mas.jimdo.com
811,,811,335-7883344,edera.rita@gmail.com,www.edera-rita.it
812,,812,0461-766129,campingaicastagni@libero. it,
813,,813,0461-827200,info@hotelvela.com,
814,,814,0461-810380,camere.ester@gmail.com,www.camereester.com
815,,815,0461-392218,info@locandacanonicatrent o.it,
816,,816,340 3386104,info@lavillatrento.it,www.lavillatrento.it
817,,817,0461-942212,villa.bertagnolli@tin.it,www.villabertagnolli.it
818,,818,0461-891343,comunitasolidale@diocesit n.it,
819,,819,0461-827200,info@hotelvela.com,
820,,820,0461-827200,info@hotelvela.com,
821,,821,336-590808,arisave60@gmail.com,
822,,822,345-1758447,alconventotn@virgilio.it,
823,,823,345 4573277,polla_cro@hotmail.it,www.b-bfontanatritone.web node.it
824,,824,0461-983783,lorenza.paris@bedandbreak fastallecoste.it,www.bedandbreakfastalleco ste.it
825,,825,334-7297910,alteabb@gmail.com,
826,,826,340-6494823,info@bbariadargento.it,
827,,827,338-7985340,bbartemia@gmail.com,bbartemia.oneminutesite.i t
828,,828,0461-922133,alcavour34@gmail.com,www.alcavour34.it
829,,829.0,,,
830,,830,349-3946746,bballaroggia@gmail.com,
831,,831,345-8267294,info@bbnettuno.it,www.bbnettuno.it
832,,832,348 6198518,bedandbreakfastdiaz@hotma il.com,
833,,833,340-3766254,helios55@vodafone.it,
834,,834,0461 1865105,info@bbgiardino.it,www.bbgiardino.it
835,,835,334-7298008,elefede95@gmail.com,
836,,836,328-3754975,beblainez@gmail.com,
837,,837,338-7065673,bbalduomo4@gmail.com,
838,,838,0461-980447,lpodetti@hotmail.it,
839,,839,3737738322,info@bbmargot.com,
840,,840,339-4293594,maura.pettorruso@gmail.co m,
841,,841,327-6161663,info@bbmia.it,www.bbmia.it
842,,842,320-9680676,,
843,,843,0461-1750000,info@villasizzo.it,www.villasizzo.it
844,,844,347-4723886,sergio.bertoldi@alice.it,
845,,845,334 7464718,info@rosagalina.it,
846,,846,338-9117458,bbtaramelli@gmail.com,www.bbtaramelli.it
847,,847,393-6185558,ggiuliabosetti@gmail.com,
848,,848,335-6058815,info@bbada.it,www.bbada.it
849,,849,0461-235236,ristopat@tiscali.it,www.aitreportoni.com
850,,850,348-8257440,arcadiatrento@fastwebnet. it,
851,,851,349 6087572,,
852,,852,399 3650981,info@bbdante.com,
853,,853,339 3650981,info@bbeden.it,
854,,854,347-6475297,info@bblemuse.com,
855,,855,346-3831179,,
856,,856,333 - 7940663,bbsofia.tn@gmail.com,
857,,857,339-3650981,info@bbtrento.com,
858,,858,0461-230302,bb.villagemma@gmail.com,www.villagemma.eu
859,,859,0461-811451,livia@cabiancatrento.it,
860,,860,0461-231270,info@dosstrento.it,
861,,861,338 1204729,bnb.trento.it@gmail.com,
862,,862,328 7315514,massimolazzeri@hotmail.co m,
863,,863,0461-349562,angela68@aol.it,
864,,864,347-1673893,elemattivi@yooh.it,
865,,865,0461-822190,info@bbcasapompermaier.it,www.bbcasapompermaier.it
866,,866,389-0749292,casatondin@gmail.com,www.casatondin.it
867,,867.0,,,
868,,868,0461-231155,vittorio@vdpfreelancer.it,
869,,869,345-5293378,info@heartoftrento.com,www.heartoftrento.com
870,,870,328-2123188,prizzoli08@gmail.com,
871,,871,327 8339777,info@laloggiadelcastello. com,www.laloggiadelcastello.i t
872,,872,0461-231803,lamalvasia@bblamalvasia.i t,
873,,873,0461-810686,fabiano.francesca@libero. it,
874,,874,0461-811420,studiofracalossi@alicemai l.it,
875,,875,349-5695423,info@letregemme.it,www.letregemme.it
876,,876,347-9394155,sarahcarrozzini@hotmail.c om,
877,,877,340-5342112,giancarlo.abram@gmail.com,
878,,878,348 4225488,stefa106@hotmail.com,
879,,879,371-3878887,bnbmazzini@yahoo.com,
880,,880,347 1643549,,
881,,881,320 8640504,pothosbnb@gmail.com,
882,,882,340-5642319,m.giovanni15@hotmail.it,
883,,883,340-8669043,bebresidenzairis@gmail.co m,
884,,884,0461-942120,villa.bertagnolli@tin.it,www.villabertagnolli.it
885,,885,0461-910745,sere_cri@hotmail.com,
886,,886,324- 6083478,bnbtrento@gmail.com,www.bnbtrento.it
887,,887,345-5293378,,
888,,888,335 6342205,giuseppegrisenti@gmail.co m,
889,,889,,ilbivacco@taa.agesci.it,
890,,890,0461-238720,coop@vsi.it,www.coop.vsi.it
891,,891,0461-947511,candriai@aeratscarl.com,
892,,892,0461-866170,cmcadine@tin.it,
893,,893,0461-983010,info@hotelamerica.it,www.hotelamerica.it
894,,894,0461-984435,,
895,,895,328-8746093,komodo.trento@gmail.com,www.komodotrento.it
896,,896,0461-260437,amministrazione@trentodue .it,www.cityresidencesrl.it
897,,897,0461-931414,info@cityresidencesrl.it,www.cityresidencesrl.it
898,,898,0461-983010,info@hotelamerica.it,www.hotelamerica.it
899,,899,0461-948117,nevada@lorenzihotels.com,
900,,900,0461-993232,info@residencecapitoltren to.it,www.residencecapitoltrent o.it
901,,901,0461-263484,trento@gayaproject.it,
902,,902,333-3753448,info@arlanch8.it,www.arlanch8.it
903,,903,0464-869302,somele.alto@libero.it,
904,,904,340-6245738,rita.maraner@libero.it,
905,,905,347-0503031,luca.campagnaplazzer@virg ilio.it,
906,,906,0464-869127,cosmagnon@yahoo.it,
907,,907,030 9968222,lacasadiobra@gmail.com,
908,,908,0464-860050,fondazione@rhost.it,
909,,909,0462-340460,info@hotelalpinovarena.it,www.hotelalpinovarena.it
910,,910,0462-340460,info@hotelalpinovarena.it,www.hotelalpinovarena.it
911,,911,0462-230283,info@ristorantelabaita.eu,
912,,912,0462-342421,casaferie.varena@hotmail. it,
913,,913,0462-232430,p.gilmozzi@sgsfuture.it,www.volperossa.it
914,,914,348-7764790,atmospheredimontagna@gmai l.com,
915,,915,349-6198591,bnbmagnini@gmail.com,
916,,916,0364-903918,palladineve_tonale@virgil io.it,
917,,917,+39.0364.903814,residence.redivalle@iride hotels.com,
918,,918,0364-903772,info@passotonaleappartame nti.it,www.passotonaleappartamen ti.it
919,,919,0364-903978,info@hotellatorretta.com,
920,,920,392-5911400,info@ilsambuco.eu,www.ilsambuco.eu
921,,921,393-9932189,info@masozont.it,
922,,922,0462-764493,info@ladin.it,www.ladin.it
923,,923,0462-769076,masondecuz@tin.it,
924,,924,0462-763215,rosalpina@fassaweb.net,
925,,925,0462-764859,info@achillea-bb.it,
926,,926,335271731,dolomites.deli@gmail.com,
927,,927,339 1378572,fior.tamion@gmail.com,www.fassa.com/IT/fior
928,,928,0462-763203,segreteria@sangiuseppeope raio.it,www.sangiuseppeoperaio.it
929,,929,0462-764209,info@albergocatinaccio.co m,
930,,930,0462-763275,info@tonysport.it,www.tonysport.it
931,,931,0462-764064,info@residenceazzurra.com,www.residenceazzurra.com
932,,932,0462-764771,info@dunaverde.it,www.dunaverde.it
933,,933,0462-764867,info@appartamentivigo.it,
934,,934,339-1786787,info@brunelappartamenti.i t,www.brunelappartamenti.it
935,,935,0462-763452,marlis.pollam@alice.it,
936,,936,346-0785044,info@fassaaparte.it,
937,,937,346-0785044,info@fassaaparte.it,
938,,938,0462-764458,info@residenceweiss.com,www.residenceweiss.com
939,,939,0462-764154,info@ciasaalpe.it,www.ciasaalpe.it
940,,940,0462-231341,info@ciasaladina.com,
941,,941,380-7327387,deanna.poletti@gmail.com,www.casadelnoce.com
942,,942,339-8269049,albertobertocchi@alice.it,
943,,943,328-6194384,dalbarbarist@gmail.com,
944,,944,0464-820148,alghiro@gmail.com,www.alghiro.it
945,,945,392-7141846,bonvilla16@gmail.com,
